fill	x	y	showSelectedlegendfill	PANEL
#7F7F7F	-0.6724566842895	1.39810588036707	train	1
#7F7F7F	0.864266816759482	1.34111969142442	train	1
#7F7F7F	-0.991590344812721	2.43302370170104	train	1
#7F7F7F	2.72337634302676	0.632778523533491	train	1
#7F7F7F	1.1455702194944	1.56971962744241	train	1
#7F7F7F	-0.970127125503495	3.40161776050478	train	1
#7F7F7F	1.43511423328891	1.68973936245078	train	1
#7F7F7F	1.84920709999278	0.256726791117595	train	1
#7F7F7F	1.58809254132211	-0.804958628891038	train	1
#7F7F7F	-0.0998241028282791	1.1532533382119	train	1
#7F7F7F	2.67352615552954	1.47550952889966	train	1
#7F7F7F	1.25836883042939	1.61072635348906	train	1
#7F7F7F	-0.66389665636234	-0.253633400239102	train	1
#7F7F7F	-1.93304833420552	0.556708126781567	train	1
#7F7F7F	2.34845422860235	1.07434132415166	train	1
#7F7F7F	0.410400577355176	0.431331267181498	train	1
#7F7F7F	0.467706535244361	2.1780869965732	train	1
#7F7F7F	2.13686659303494	1.59394618762842	train	1
#7F7F7F	1.9711993036326	2.06309983727636	train	1
#7F7F7F	1.61855473020114	1.37001880991629	train	1
#7F7F7F	2.10473147057928	0.45747996900835	train	1
#7F7F7F	1.9146638114471	2.16040261569495	train	1
#7F7F7F	0.648597900988534	2.58683345454085	train	1
#7F7F7F	-1.88334398833103	-0.276592208458037	train	1
#7F7F7F	1.661568693351	-0.224612614898356	train	1
#7F7F7F	0.388098110677674	0.379633322775876	train	1
#7F7F7F	0.190485536120832	0.0890783514475545	train	1
#7F7F7F	-1.64660476427525	0.345415356081182	train	1
#7F7F7F	-0.418641464086249	1.71670747601721	train	1
#7F7F7F	1.3100253820885	1.38418535782634	train	1
#7F7F7F	2.56437962129712	0.364263546051023	train	1
#7F7F7F	0.295328631298617	2.43228223854166	train	1
#7F7F7F	1.25435233535245	0.792619256398035	train	1
#7F7F7F	0.392726241378114	0.680007131451493	train	1
#7F7F7F	-1.57876542815939	1.49418833126783	train	1
#7F7F7F	-0.304635310778394	0.494042537885743	train	1
#7F7F7F	-0.266582554206252	0.785420591453131	train	1
#7F7F7F	0.381756225368008	0.899809258786438	train	1
#7F7F7F	2.32169735315256	0.926435595873674	train	1
#7F7F7F	1.88660349417478	0.318339521244343	train	1
#7F7F7F	0.173297423869371	1.06016044043452	train	1
#7F7F7F	-2.81555112451315e-05	1.53149619263257	train	1
#7F7F7F	1.78543574013747	1.30655786078977	train	1
#7F7F7F	1.55560611234978	0.699023873163389	train	1
#7F7F7F	-0.772557430202141	0.347905219319001	train	1
#7F7F7F	-0.801852924516425	-0.914359425680012	train	1
#7F7F7F	1.21144129266031	-0.664972436212003	train	1
#7F7F7F	1.89457338722423	-0.115920105042845	train	1
#7F7F7F	0.276372268097475	3.08716654562835	train	1
#7F7F7F	2.05435121385381	-0.286300530434326	train	1
#7F7F7F	-0.6724566842895	-0.222269583016845	train	2
#7F7F7F	0.864266816759482	0.546198442215638	train	2
#7F7F7F	-0.991590344812721	-2.47905065495421	train	2
#7F7F7F	2.72337634302676	3.72340514674067	train	2
#7F7F7F	1.1455702194944	-0.238856627890089	train	2
#7F7F7F	-0.970127125503495	-0.545026748131047	train	2
#7F7F7F	1.43511423328891	2.49359728199793	train	2
#7F7F7F	1.84920709999278	1.22996405176163	train	2
#7F7F7F	1.58809254132211	1.3330655111811	train	2
#7F7F7F	-0.0998241028282791	-0.244223704782499	train	2
#7F7F7F	2.67352615552954	4.98150455458891	train	2
#7F7F7F	1.25836883042939	1.7153676358528	train	2
#7F7F7F	-0.66389665636234	-0.997897498728884	train	2
#7F7F7F	-1.93304833420552	-1.14540872857536	train	2
#7F7F7F	2.34845422860235	3.37584666736612	train	2
#7F7F7F	0.410400577355176	-0.820922844202868	train	2
#7F7F7F	0.467706535244361	0.687631338905012	train	2
#7F7F7F	2.13686659303494	2.65788933568308	train	2
#7F7F7F	1.9711993036326	3.4357866156024	train	2
#7F7F7F	1.61855473020114	1.18834297627259	train	2
#7F7F7F	2.10473147057928	1.92762750914274	train	2
#7F7F7F	1.9146638114471	1.18291563832749	train	2
#7F7F7F	0.648597900988534	-0.559484885315931	train	2
#7F7F7F	-1.88334398833103	-0.442186281486754	train	2
#7F7F7F	1.661568693351	2.07354340566852	train	2
#7F7F7F	0.388098110677674	0.797499950328608	train	2
#7F7F7F	0.190485536120832	1.7770739695628	train	2
#7F7F7F	-1.64660476427525	-3.93184029956772	train	2
#7F7F7F	-0.418641464086249	0.248424702679244	train	2
#7F7F7F	1.3100253820885	1.29662585894259	train	2
#7F7F7F	2.56437962129712	2.40000378952745	train	2
#7F7F7F	0.295328631298617	-0.104918112679027	train	2
#7F7F7F	1.25435233535245	2.24219060280733	train	2
#7F7F7F	0.392726241378114	0.0839856721525	train	2
#7F7F7F	-1.57876542815939	-0.936524122481562	train	2
#7F7F7F	-0.304635310778394	-2.03785371760323	train	2
#7F7F7F	-0.266582554206252	-0.896882888134398	train	2
#7F7F7F	0.381756225368008	-0.774816137267845	train	2
#7F7F7F	2.32169735315256	1.99056531676134	train	2
#7F7F7F	1.88660349417478	2.08379693291426	train	2
#7F7F7F	0.173297423869371	-0.812529276539919	train	2
#7F7F7F	-2.81555112451315e-05	-0.64050985807636	train	2
#7F7F7F	1.78543574013747	1.72571246409486	train	2
#7F7F7F	1.55560611234978	2.11642684096989	train	2
#7F7F7F	-0.772557430202141	0.324219614072102	train	2
#7F7F7F	-0.801852924516425	-0.0945422571183456	train	2
#7F7F7F	1.21144129266031	1.43492170757562	train	2
#7F7F7F	1.89457338722423	3.05753794319156	train	2
#7F7F7F	0.276372268097475	-0.26841847190425	train	2
#7F7F7F	2.05435121385381	1.8882301770888	train	2
#7F7F7F	-0.6724566842895	0.588419885348406	train	3
